date,value,park_name,facility,variable
2023-07-17,665,Waterford Oaks,waterpark,revenue
2023-07-17,100,Red Oaks,waterpark,visitors
2023-07-17,133,Waterford Oaks,waterpark,visitors
2023-07-18,7,Groveland Oaks,campground,campers
2023-07-18,10,Addison Oaks,campground,campers
2023-07-18,91,Groveland Oaks,campground,revenue
2023-07-18,80,Addison Oaks,campground,revenue
2023-07-18,1404,Springfield Oaks,golf,revenue
2023-07-18,864,Glen Oaks,golf,revenue
2023-07-18,36,Springfield Oaks,golf,rounds played
2023-07-18,27,Glen Oaks,golf,rounds played
2023-07-18,843,Red Oaks,waterpark,revenue
2023-07-18,537,Waterford Oaks,waterpark,revenue
2023-07-18,281,Red Oaks,waterpark,visitors
2023-07-18,179,Waterford Oaks,waterpark,visitors
2023-07-19,9,Groveland Oaks,campground,campers
2023-07-19,8,Addison Oaks,campground,campers
2023-07-19,99,Groveland Oaks,campground,revenue
2023-07-19,88,Addison Oaks,campground,revenue
2023-07-19,700,Springfield Oaks,golf,revenue
2023-07-19,1184,Glen Oaks,golf,revenue
2023-07-19,20,Springfield Oaks,golf,rounds played
2023-07-19,37,Glen Oaks,golf,rounds played
2023-07-19,790,Red Oaks,waterpark,revenue
2023-07-19,530,Waterford Oaks,waterpark,revenue
2023-07-19,158,Red Oaks,waterpark,visitors
2023-07-19,106,Waterford Oaks,waterpark,visitors
2023-07-20,10,Groveland Oaks,campground,campers
2023-07-20,13,Addison Oaks,campground,campers
2023-07-20,150,Groveland Oaks,campground,revenue
2023-07-20,104,Addison Oaks,campground,revenue
2023-07-20,744,Springfield Oaks,golf,revenue
2023-07-20,960,Glen Oaks,golf,revenue
2023-07-20,24,Springfield Oaks,golf,rounds played
2023-07-20,24,Glen Oaks,golf,rounds played
2023-07-20,875,Red Oaks,waterpark,revenue
2023-07-20,471,Waterford Oaks,waterpark,revenue
2023-07-20,175,Red Oaks,waterpark,visitors
2023-07-20,157,Waterford Oaks,waterpark,visitors
2023-07-21,7,Groveland Oaks,campground,campers
2023-07-21,10,Addison Oaks,campground,campers
2023-07-21,70,Groveland Oaks,campground,revenue
2023-07-21,90,Addison Oaks,campground,revenue
2023-07-21,1224,Springfield Oaks,golf,revenue
2023-07-21,1102,Glen Oaks,golf,revenue
2023-07-21,34,Springfield Oaks,golf,rounds played
2023-07-21,29,Glen Oaks,golf,rounds played
2023-07-21,1135,Red Oaks,waterpark,revenue
2023-07-21,1064,Waterford Oaks,waterpark,revenue
2023-07-21,227,Red Oaks,waterpark,visitors
2023-07-21,266,Waterford Oaks,waterpark,visitors
2023-07-22,8,Groveland Oaks,campground,campers
2023-07-22,7,Addison Oaks,campground,campers
2023-07-22,104,Groveland Oaks,campground,revenue
2023-07-22,56,Addison Oaks,campground,revenue
2023-07-22,960,Springfield Oaks,golf,revenue
2023-07-22,990,Glen Oaks,golf,revenue
2023-07-22,24,Springfield Oaks,golf,rounds played
2023-07-22,30,Glen Oaks,golf,rounds played
2023-07-22,813,Red Oaks,waterpark,revenue
2023-07-22,438,Waterford Oaks,waterpark,revenue
2023-07-22,271,Red Oaks,waterpark,visitors
2023-07-22,146,Waterford Oaks,waterpark,visitors
2023-07-23,6,Groveland Oaks,campground,campers
2023-07-23,13,Addison Oaks,campground,campers
2023-07-23,90,Groveland Oaks,campground,revenue
2023-07-23,104,Addison Oaks,campground,revenue
2023-07-23,780,Springfield Oaks,golf,revenue
2023-07-23,868,Glen Oaks,golf,revenue
2023-07-23,26,Springfield Oaks,golf,rounds played
2023-07-23,28,Glen Oaks,golf,rounds played
2023-07-23,453,Red Oaks,waterpark,revenue
2023-07-23,1140,Waterford Oaks,waterpark,revenue
2023-07-23,151,Red Oaks,waterpark,visitors
2023-07-23,228,Waterford Oaks,waterpark,visitors
2023-07-24,15,Groveland Oaks,campground,campers
2023-07-24,12,Addison Oaks,campground,campers
2023-07-24,165,Groveland Oaks,campground,revenue
2023-07-24,120,Addison Oaks,campground,revenue
2023-07-24,1560,Springfield Oaks,golf,revenue
2023-07-24,1209,Glen Oaks,golf,revenue
2023-07-24,39,Springfield Oaks,golf,rounds played
2023-07-24,31,Glen Oaks,golf,rounds played
2023-07-24,630,Red Oaks,waterpark,revenue
2023-07-24,486,Waterford Oaks,waterpark,revenue
2023-07-24,126,Red Oaks,waterpark,visitors
2023-07-24,162,Waterford Oaks,waterpark,visitors
2023-07-25,13,Groveland Oaks,campground,campers
2023-07-25,8,Addison Oaks,campground,campers
2023-07-25,143,Groveland Oaks,campground,revenue
2023-07-25,88,Addison Oaks,campground,revenue
2023-07-25,1248,Springfield Oaks,golf,revenue
2023-07-25,1131,Glen Oaks,golf,revenue
2023-07-25,32,Springfield Oaks,golf,rounds played
2023-07-25,29,Glen Oaks,golf,rounds played
2023-07-25,484,Red Oaks,waterpark,revenue
2023-07-25,1435,Waterford Oaks,waterpark,revenue
2023-07-25,121,Red Oaks,waterpark,visitors
2023-07-25,287,Waterford Oaks,waterpark,visitors
2023-07-26,13,Groveland Oaks,campground,campers
2023-07-26,8,Addison Oaks,campground,campers
2023-07-26,156,Groveland Oaks,campground,revenue
2023-07-26,96,Addison Oaks,campground,revenue
2023-07-26,1209,Springfield Oaks,golf,revenue
2023-07-26,918,Glen Oaks,golf,revenue
2023-07-26,31,Springfield Oaks,golf,rounds played
2023-07-26,27,Glen Oaks,golf,rounds played
2023-07-26,1335,Red Oaks,waterpark,revenue
2023-07-26,576,Waterford Oaks,waterpark,revenue
2023-07-26,267,Red Oaks,waterpark,visitors
2023-07-26,144,Waterford Oaks,waterpark,visitors
2023-07-27,7,Groveland Oaks,campground,campers
2023-07-27,9,Addison Oaks,campground,campers
2023-07-27,91,Groveland Oaks,campground,revenue
2023-07-27,72,Addison Oaks,campground,revenue
2023-07-27,690,Springfield Oaks,golf,revenue
2023-07-27,928,Glen Oaks,golf,revenue
2023-07-27,23,Springfield Oaks,golf,rounds played
2023-07-27,29,Glen Oaks,golf,rounds played
2023-07-27,532,Red Oaks,waterpark,revenue
2023-07-27,324,Waterford Oaks,waterpark,revenue
2023-07-27,133,Red Oaks,waterpark,visitors
2023-07-27,108,Waterford Oaks,waterpark,visitors
2023-07-28,15,Groveland Oaks,campground,campers
2023-07-28,14,Addison Oaks,campground,campers
2023-07-28,180,Groveland Oaks,campground,revenue
2023-07-28,112,Addison Oaks,campground,revenue
2023-07-28,840,Springfield Oaks,golf,revenue
2023-07-28,1520,Glen Oaks,golf,revenue
2023-07-28,24,Springfield Oaks,golf,rounds played
2023-07-28,38,Glen Oaks,golf,rounds played
2023-07-28,660,Red Oaks,waterpark,revenue
2023-07-28,468,Waterford Oaks,waterpark,revenue
2023-07-28,220,Red Oaks,waterpark,visitors
2023-07-28,117,Waterford Oaks,waterpark,visitors
2023-07-29,7,Groveland Oaks,campground,campers
2023-07-29,15,Addison Oaks,campground,campers
2023-07-29,77,Groveland Oaks,campground,revenue
2023-07-29,135,Addison Oaks,campground,revenue
2023-07-29,900,Springfield Oaks,golf,revenue
2023-07-29,992,Glen Oaks,golf,revenue
2023-07-29,25,Springfield Oaks,golf,rounds played
2023-07-29,32,Glen Oaks,golf,rounds played
2023-07-29,456,Red Oaks,waterpark,revenue
2023-07-29,519,Waterford Oaks,waterpark,revenue
2023-07-29,152,Red Oaks,waterpark,visitors
2023-07-29,173,Waterford Oaks,waterpark,visitors
2023-07-30,12,Groveland Oaks,campground,campers
2023-07-30,9,Addison Oaks,campground,campers
2023-07-30,132,Groveland Oaks,campground,revenue
2023-07-30,108,Addison Oaks,campground,revenue
2023-07-30,1200,Springfield Oaks,golf,revenue
2023-07-30,900,Glen Oaks,golf,revenue
2023-07-30,40,Springfield Oaks,golf,rounds played
2023-07-30,25,Glen Oaks,golf,rounds played
2023-07-30,756,Red Oaks,waterpark,revenue
2023-07-30,564,Waterford Oaks,waterpark,revenue
2023-07-30,252,Red Oaks,waterpark,visitors
2023-07-30,188,Waterford Oaks,waterpark,visitors
2023-07-31,15,Groveland Oaks,campground,campers
2023-07-31,10,Addison Oaks,campground,campers
2023-07-31,210,Groveland Oaks,campground,revenue
2023-07-31,80,Addison Oaks,campground,revenue
2023-07-31,1024,Springfield Oaks,golf,revenue
2023-07-31,770,Glen Oaks,golf,revenue
2023-07-31,32,Springfield Oaks,golf,rounds played
2023-07-31,22,Glen Oaks,golf,rounds played
2023-07-31,928,Red Oaks,waterpark,revenue
2023-07-31,1140,Waterford Oaks,waterpark,revenue
2023-07-31,232,Red Oaks,waterpark,visitors
2023-07-31,228,Waterford Oaks,waterpark,visitors
2023-08-01,9,Groveland Oaks,campground,campers
2023-08-01,9,Addison Oaks,campground,campers
2023-08-01,135,Groveland Oaks,campground,revenue
2023-08-01,99,Addison Oaks,campground,revenue
2023-08-01,950,Springfield Oaks,golf,revenue
2023-08-01,1026,Glen Oaks,golf,revenue
2023-08-01,25,Springfield Oaks,golf,rounds played
2023-08-01,27,Glen Oaks,golf,rounds played
2023-08-01,1010,Red Oaks,waterpark,revenue
2023-08-01,606,Waterford Oaks,waterpark,revenue
2023-08-01,202,Red Oaks,waterpark,visitors
2023-08-01,202,Waterford Oaks,waterpark,visitors
2023-08-02,12,Groveland Oaks,campground,campers
2023-08-02,10,Addison Oaks,campground,campers
2023-08-02,144,Groveland Oaks,campground,revenue
2023-08-02,120,Addison Oaks,campground,revenue
2023-08-02,1120,Springfield Oaks,golf,revenue
2023-08-02,720,Glen Oaks,golf,revenue
2023-08-02,32,Springfield Oaks,golf,rounds played
2023-08-02,20,Glen Oaks,golf,rounds played
2023-08-02,681,Red Oaks,waterpark,revenue
2023-08-02,575,Waterford Oaks,waterpark,revenue
2023-08-02,227,Red Oaks,waterpark,visitors
2023-08-02,115,Waterford Oaks,waterpark,visitors
2023-08-03,18,Groveland Oaks,campground,campers
2023-08-03,12,Addison Oaks,campground,campers
2023-08-03,180,Groveland Oaks,campground,revenue
2023-08-03,144,Addison Oaks,campground,revenue
2023-08-03,1376,Springfield Oaks,golf,revenue
2023-08-03,1536,Glen Oaks,golf,revenue
2023-08-03,43,Springfield Oaks,golf,rounds played
2023-08-03,48,Glen Oaks,golf,rounds played
2023-08-03,1056,Red Oaks,waterpark,revenue
2023-08-03,972,Waterford Oaks,waterpark,revenue
2023-08-03,264,Red Oaks,waterpark,visitors
2023-08-03,324,Waterford Oaks,waterpark,visitors
2023-08-04,5,Groveland Oaks,campground,campers
2023-08-04,7,Addison Oaks,campground,campers
2023-08-04,55,Groveland Oaks,campground,revenue
2023-08-04,56,Addison Oaks,campground,revenue
2023-08-04,870,Springfield Oaks,golf,revenue
2023-08-04,713,Glen Oaks,golf,revenue
2023-08-04,29,Springfield Oaks,golf,rounds played
2023-08-04,23,Glen Oaks,golf,rounds played
2023-08-04,819,Red Oaks,waterpark,revenue
2023-08-04,567,Waterford Oaks,waterpark,revenue
2023-08-04,273,Red Oaks,waterpark,visitors
2023-08-04,189,Waterford Oaks,waterpark,visitors
2023-08-05,17,Groveland Oaks,campground,campers
2023-08-05,20,Addison Oaks,campground,campers
2023-08-05,204,Groveland Oaks,campground,revenue
2023-08-05,180,Addison Oaks,campground,revenue
2023-08-05,1287,Springfield Oaks,golf,revenue
2023-08-05,1560,Glen Oaks,golf,revenue
2023-08-05,33,Springfield Oaks,golf,rounds played
2023-08-05,40,Glen Oaks,golf,rounds played
2023-08-05,813,Red Oaks,waterpark,revenue
2023-08-05,1008,Waterford Oaks,waterpark,revenue
2023-08-05,271,Red Oaks,waterpark,visitors
2023-08-05,252,Waterford Oaks,waterpark,visitors
2023-08-06,8,Groveland Oaks,campground,campers
2023-08-06,10,Addison Oaks,campground,campers
2023-08-06,88,Groveland Oaks,campground,revenue
2023-08-06,110,Addison Oaks,campground,revenue
2023-08-06,1080,Springfield Oaks,golf,revenue
2023-08-06,1131,Glen Oaks,golf,revenue
2023-08-06,30,Springfield Oaks,golf,rounds played
2023-08-06,29,Glen Oaks,golf,rounds played
2023-08-06,897,Red Oaks,waterpark,revenue
2023-08-06,534,Waterford Oaks,waterpark,revenue
2023-08-06,299,Red Oaks,waterpark,visitors
2023-08-06,178,Waterford Oaks,waterpark,visitors
2023-08-07,20,Groveland Oaks,campground,campers
2023-08-07,14,Addison Oaks,campground,campers
2023-08-07,240,Groveland Oaks,campground,revenue
2023-08-07,140,Addison Oaks,campground,revenue
2023-08-07,1920,Springfield Oaks,golf,revenue
2023-08-07,1292,Glen Oaks,golf,revenue
2023-08-07,48,Springfield Oaks,golf,rounds played
2023-08-07,34,Glen Oaks,golf,rounds played
2023-08-07,924,Red Oaks,waterpark,revenue
2023-08-07,1508,Waterford Oaks,waterpark,revenue
2023-08-07,308,Red Oaks,waterpark,visitors
2023-08-07,377,Waterford Oaks,waterpark,visitors
2023-08-08,13,Groveland Oaks,campground,campers
2023-08-08,7,Addison Oaks,campground,campers
2023-08-08,182,Groveland Oaks,campground,revenue
2023-08-08,70,Addison Oaks,campground,revenue
2023-08-08,1260,Springfield Oaks,golf,revenue
2023-08-08,891,Glen Oaks,golf,revenue
2023-08-08,35,Springfield Oaks,golf,rounds played
2023-08-08,27,Glen Oaks,golf,rounds played
2023-08-08,1295,Red Oaks,waterpark,revenue
2023-08-08,940,Waterford Oaks,waterpark,revenue
2023-08-08,259,Red Oaks,waterpark,visitors
2023-08-08,235,Waterford Oaks,waterpark,visitors
2023-08-09,15,Groveland Oaks,campground,campers
2023-08-09,13,Addison Oaks,campground,campers
2023-08-09,180,Groveland Oaks,campground,revenue
2023-08-09,143,Addison Oaks,campground,revenue
2023-08-09,1190,Springfield Oaks,golf,revenue
2023-08-09,899,Glen Oaks,golf,revenue
2023-08-09,34,Springfield Oaks,golf,rounds played
2023-08-09,29,Glen Oaks,golf,rounds played
2023-08-09,1370,Red Oaks,waterpark,revenue
2023-08-09,1105,Waterford Oaks,waterpark,revenue
2023-08-09,274,Red Oaks,waterpark,visitors
2023-08-09,221,Waterford Oaks,waterpark,visitors
2023-08-10,9,Groveland Oaks,campground,campers
2023-08-10,6,Addison Oaks,campground,campers
2023-08-10,108,Groveland Oaks,campground,revenue
2023-08-10,60,Addison Oaks,campground,revenue
2023-08-10,1254,Springfield Oaks,golf,revenue
2023-08-10,775,Glen Oaks,golf,revenue
2023-08-10,38,Springfield Oaks,golf,rounds played
2023-08-10,25,Glen Oaks,golf,rounds played
2023-08-10,896,Red Oaks,waterpark,revenue
2023-08-10,676,Waterford Oaks,waterpark,revenue
2023-08-10,224,Red Oaks,waterpark,visitors
2023-08-10,169,Waterford Oaks,waterpark,visitors
2023-08-11,14,Groveland Oaks,campground,campers
2023-08-11,11,Addison Oaks,campground,campers
2023-08-11,154,Groveland Oaks,campground,revenue
2023-08-11,121,Addison Oaks,campground,revenue
2023-08-11,980,Springfield Oaks,golf,revenue
2023-08-11,1085,Glen Oaks,golf,revenue
2023-08-11,28,Springfield Oaks,golf,rounds played
2023-08-11,31,Glen Oaks,golf,rounds played
2023-08-11,605,Red Oaks,waterpark,revenue
2023-08-11,1056,Waterford Oaks,waterpark,revenue
2023-08-11,121,Red Oaks,waterpark,visitors
2023-08-11,264,Waterford Oaks,waterpark,visitors
2023-08-12,10,Groveland Oaks,campground,campers
2023-08-12,5,Addison Oaks,campground,campers
2023-08-12,150,Groveland Oaks,campground,revenue
2023-08-12,60,Addison Oaks,campground,revenue
2023-08-12,1216,Springfield Oaks,golf,revenue
2023-08-12,680,Glen Oaks,golf,revenue
2023-08-12,38,Springfield Oaks,golf,rounds played
2023-08-12,20,Glen Oaks,golf,rounds played
2023-08-12,855,Red Oaks,waterpark,revenue
2023-08-12,648,Waterford Oaks,waterpark,revenue
2023-08-12,285,Red Oaks,waterpark,visitors
2023-08-12,216,Waterford Oaks,waterpark,visitors
2023-08-13,15,Groveland Oaks,campground,campers
2023-08-13,20,Addison Oaks,campground,campers
2023-08-13,180,Groveland Oaks,campground,revenue
2023-08-13,160,Addison Oaks,campground,revenue
2023-08-13,1054,Springfield Oaks,golf,revenue
2023-08-13,1435,Glen Oaks,golf,revenue
2023-08-13,31,Springfield Oaks,golf,rounds played
2023-08-13,41,Glen Oaks,golf,rounds played
2023-08-13,1280,Red Oaks,waterpark,revenue
2023-08-13,1255,Waterford Oaks,waterpark,revenue
2023-08-13,256,Red Oaks,waterpark,visitors
2023-08-13,251,Waterford Oaks,waterpark,visitors
2023-08-14,18,Groveland Oaks,campground,campers
2023-08-14,10,Addison Oaks,campground,campers
2023-08-14,180,Groveland Oaks,campground,revenue
2023-08-14,100,Addison Oaks,campground,revenue
2023-08-14,1190,Springfield Oaks,golf,revenue
2023-08-14,1023,Glen Oaks,golf,revenue
2023-08-14,35,Springfield Oaks,golf,rounds played
2023-08-14,31,Glen Oaks,golf,rounds played
2023-08-14,762,Red Oaks,waterpark,revenue
2023-08-14,1164,Waterford Oaks,waterpark,revenue
2023-08-14,254,Red Oaks,waterpark,visitors
2023-08-14,388,Waterford Oaks,waterpark,visitors
2023-08-15,5,Groveland Oaks,campground,campers
2023-08-15,8,Addison Oaks,campground,campers
2023-08-15,50,Groveland Oaks,campground,revenue
2023-08-15,72,Addison Oaks,campground,revenue
2023-08-15,1092,Springfield Oaks,golf,revenue
2023-08-15,750,Glen Oaks,golf,revenue
2023-08-15,28,Springfield Oaks,golf,rounds played
2023-08-15,25,Glen Oaks,golf,rounds played
2023-08-15,645,Red Oaks,waterpark,revenue
2023-08-15,426,Waterford Oaks,waterpark,revenue
2023-08-15,129,Red Oaks,waterpark,visitors
2023-08-15,142,Waterford Oaks,waterpark,visitors
2023-08-16,12,Groveland Oaks,campground,campers
2023-08-16,6,Addison Oaks,campground,campers
2023-08-16,156,Groveland Oaks,campground,revenue
2023-08-16,48,Addison Oaks,campground,revenue
2023-08-16,700,Springfield Oaks,golf,revenue
2023-08-16,1190,Glen Oaks,golf,revenue
2023-08-16,20,Springfield Oaks,golf,rounds played
2023-08-16,35,Glen Oaks,golf,rounds played
2023-08-16,848,Red Oaks,waterpark,revenue
2023-08-16,1076,Waterford Oaks,waterpark,revenue
2023-08-16,212,Red Oaks,waterpark,visitors
2023-08-16,269,Waterford Oaks,waterpark,visitors
2023-08-17,15,Groveland Oaks,campground,campers
2023-08-17,13,Addison Oaks,campground,campers
2023-08-17,150,Groveland Oaks,campground,revenue
2023-08-17,130,Addison Oaks,campground,revenue
2023-08-17,999,Springfield Oaks,golf,revenue
2023-08-17,868,Glen Oaks,golf,revenue
2023-08-17,27,Springfield Oaks,golf,rounds played
2023-08-17,28,Glen Oaks,golf,rounds played
2023-08-17,633,Red Oaks,waterpark,revenue
2023-08-17,624,Waterford Oaks,waterpark,revenue
2023-08-17,211,Red Oaks,waterpark,visitors
2023-08-17,208,Waterford Oaks,waterpark,visitors
2023-08-18,10,Groveland Oaks,campground,campers
2023-08-18,10,Addison Oaks,campground,campers
2023-08-18,150,Groveland Oaks,campground,revenue
2023-08-18,110,Addison Oaks,campground,revenue
2023-08-18,1320,Springfield Oaks,golf,revenue
2023-08-18,1000,Glen Oaks,golf,revenue
2023-08-18,40,Springfield Oaks,golf,rounds played
2023-08-18,25,Glen Oaks,golf,rounds played
2023-08-18,378,Red Oaks,waterpark,revenue
2023-08-18,777,Waterford Oaks,waterpark,revenue
2023-08-18,126,Red Oaks,waterpark,visitors
2023-08-18,259,Waterford Oaks,waterpark,visitors
2023-08-19,14,Groveland Oaks,campground,campers
2023-08-19,12,Addison Oaks,campground,campers
2023-08-19,196,Groveland Oaks,campground,revenue
2023-08-19,120,Addison Oaks,campground,revenue
2023-08-19,900,Springfield Oaks,golf,revenue
2023-08-19,957,Glen Oaks,golf,revenue
2023-08-19,25,Springfield Oaks,golf,rounds played
2023-08-19,29,Glen Oaks,golf,rounds played
2023-08-19,1130,Red Oaks,waterpark,revenue
2023-08-19,865,Waterford Oaks,waterpark,revenue
2023-08-19,226,Red Oaks,waterpark,visitors
2023-08-19,173,Waterford Oaks,waterpark,visitors
2023-08-20,13,Groveland Oaks,campground,campers
2023-08-20,10,Addison Oaks,campground,campers
2023-08-20,182,Groveland Oaks,campground,revenue
2023-08-20,80,Addison Oaks,campground,revenue
2023-08-20,1386,Springfield Oaks,golf,revenue
2023-08-20,1638,Glen Oaks,golf,revenue
2023-08-20,42,Springfield Oaks,golf,rounds played
2023-08-20,42,Glen Oaks,golf,rounds played
2023-08-20,1504,Red Oaks,waterpark,revenue
2023-08-20,1197,Waterford Oaks,waterpark,revenue
2023-08-20,376,Red Oaks,waterpark,visitors
2023-08-20,399,Waterford Oaks,waterpark,visitors
2023-08-21,15,Groveland Oaks,campground,campers
2023-08-21,15,Addison Oaks,campground,campers
2023-08-21,195,Groveland Oaks,campground,revenue
2023-08-21,165,Addison Oaks,campground,revenue
2023-08-21,630,Springfield Oaks,golf,revenue
2023-08-21,851,Glen Oaks,golf,revenue
2023-08-21,21,Springfield Oaks,golf,rounds played
2023-08-21,23,Glen Oaks,golf,rounds played
2023-08-21,711,Red Oaks,waterpark,revenue
2023-08-21,471,Waterford Oaks,waterpark,revenue
2023-08-21,237,Red Oaks,waterpark,visitors
2023-08-21,157,Waterford Oaks,waterpark,visitors
2023-08-22,12,Groveland Oaks,campground,campers
2023-08-22,16,Addison Oaks,campground,campers
2023-08-22,168,Groveland Oaks,campground,revenue
2023-08-22,176,Addison Oaks,campground,revenue
2023-08-22,1900,Springfield Oaks,golf,revenue
2023-08-22,1190,Glen Oaks,golf,revenue
2023-08-22,50,Springfield Oaks,golf,rounds played
2023-08-22,34,Glen Oaks,golf,rounds played
2023-08-22,1328,Red Oaks,waterpark,revenue
2023-08-22,1385,Waterford Oaks,waterpark,revenue
2023-08-22,332,Red Oaks,waterpark,visitors
2023-08-22,277,Waterford Oaks,waterpark,visitors
2023-08-23,9,Groveland Oaks,campground,campers
2023-08-23,12,Addison Oaks,campground,campers
2023-08-23,108,Groveland Oaks,campground,revenue
2023-08-23,120,Addison Oaks,campground,revenue
2023-08-23,1080,Springfield Oaks,golf,revenue
2023-08-23,1170,Glen Oaks,golf,revenue
2023-08-23,30,Springfield Oaks,golf,rounds played
2023-08-23,39,Glen Oaks,golf,rounds played
2023-08-23,1080,Red Oaks,waterpark,revenue
2023-08-23,892,Waterford Oaks,waterpark,revenue
2023-08-23,216,Red Oaks,waterpark,visitors
2023-08-23,223,Waterford Oaks,waterpark,visitors
2023-08-24,15,Groveland Oaks,campground,campers
2023-08-24,12,Addison Oaks,campground,campers
2023-08-24,225,Groveland Oaks,campground,revenue
2023-08-24,120,Addison Oaks,campground,revenue
2023-08-24,1254,Springfield Oaks,golf,revenue
2023-08-24,1440,Glen Oaks,golf,revenue
2023-08-24,38,Springfield Oaks,golf,rounds played
2023-08-24,36,Glen Oaks,golf,rounds played
2023-08-24,668,Red Oaks,waterpark,revenue
2023-08-24,852,Waterford Oaks,waterpark,revenue
2023-08-24,167,Red Oaks,waterpark,visitors
2023-08-24,213,Waterford Oaks,waterpark,visitors
2023-08-25,14,Groveland Oaks,campground,campers
2023-08-25,7,Addison Oaks,campground,campers
2023-08-25,210,Groveland Oaks,campground,revenue
2023-08-25,56,Addison Oaks,campground,revenue
2023-08-25,1260,Springfield Oaks,golf,revenue
2023-08-25,1332,Glen Oaks,golf,revenue
2023-08-25,35,Springfield Oaks,golf,rounds played
2023-08-25,37,Glen Oaks,golf,rounds played
2023-08-25,900,Red Oaks,waterpark,revenue
2023-08-25,700,Waterford Oaks,waterpark,revenue
2023-08-25,300,Red Oaks,waterpark,visitors
2023-08-25,140,Waterford Oaks,waterpark,visitors
2023-08-26,13,Groveland Oaks,campground,campers
2023-08-26,10,Addison Oaks,campground,campers
2023-08-26,156,Groveland Oaks,campground,revenue
2023-08-26,90,Addison Oaks,campground,revenue
2023-08-26,672,Springfield Oaks,golf,revenue
2023-08-26,891,Glen Oaks,golf,revenue
2023-08-26,21,Springfield Oaks,golf,rounds played
2023-08-26,27,Glen Oaks,golf,rounds played
2023-08-26,588,Red Oaks,waterpark,revenue
2023-08-26,885,Waterford Oaks,waterpark,revenue
2023-08-26,147,Red Oaks,waterpark,visitors
2023-08-26,177,Waterford Oaks,waterpark,visitors
2023-08-27,15,Groveland Oaks,campground,campers
2023-08-27,9,Addison Oaks,campground,campers
2023-08-27,150,Groveland Oaks,campground,revenue
2023-08-27,108,Addison Oaks,campground,revenue
2023-08-27,880,Springfield Oaks,golf,revenue
2023-08-27,961,Glen Oaks,golf,revenue
2023-08-27,22,Springfield Oaks,golf,rounds played
2023-08-27,31,Glen Oaks,golf,rounds played
2023-08-27,784,Red Oaks,waterpark,revenue
2023-08-27,864,Waterford Oaks,waterpark,revenue
2023-08-27,196,Red Oaks,waterpark,visitors
2023-08-27,216,Waterford Oaks,waterpark,visitors
2023-08-28,7,Groveland Oaks,campground,campers
2023-08-28,7,Addison Oaks,campground,campers
2023-08-28,98,Groveland Oaks,campground,revenue
2023-08-28,56,Addison Oaks,campground,revenue
2023-08-28,1054,Springfield Oaks,golf,revenue
2023-08-28,850,Glen Oaks,golf,revenue
2023-08-28,34,Springfield Oaks,golf,rounds played
2023-08-28,25,Glen Oaks,golf,rounds played
2023-08-28,417,Red Oaks,waterpark,revenue
2023-08-28,735,Waterford Oaks,waterpark,revenue
2023-08-28,139,Red Oaks,waterpark,visitors
2023-08-28,245,Waterford Oaks,waterpark,visitors
2023-08-29,12,Groveland Oaks,campground,campers
2023-08-29,13,Addison Oaks,campground,campers
2023-08-29,144,Groveland Oaks,campground,revenue
2023-08-29,156,Addison Oaks,campground,revenue
2023-08-29,1155,Springfield Oaks,golf,revenue
2023-08-29,1443,Glen Oaks,golf,revenue
2023-08-29,35,Springfield Oaks,golf,rounds played
2023-08-29,39,Glen Oaks,golf,rounds played
2023-08-29,824,Red Oaks,waterpark,revenue
2023-08-29,1235,Waterford Oaks,waterpark,revenue
2023-08-29,206,Red Oaks,waterpark,visitors
2023-08-29,247,Waterford Oaks,waterpark,visitors
2023-08-30,10,Groveland Oaks,campground,campers
2023-08-30,15,Addison Oaks,campground,campers
2023-08-30,140,Groveland Oaks,campground,revenue
2023-08-30,180,Addison Oaks,campground,revenue
2023-08-30,660,Springfield Oaks,golf,revenue
2023-08-30,780,Glen Oaks,golf,revenue
2023-08-30,20,Springfield Oaks,golf,rounds played
2023-08-30,26,Glen Oaks,golf,rounds played
2023-08-30,735,Red Oaks,waterpark,revenue
2023-08-30,724,Waterford Oaks,waterpark,revenue
2023-08-30,147,Red Oaks,waterpark,visitors
2023-08-30,181,Waterford Oaks,waterpark,visitors
2023-08-31,13,Groveland Oaks,campground,campers
2023-08-31,14,Addison Oaks,campground,campers
2023-08-31,143,Groveland Oaks,campground,revenue
2023-08-31,112,Addison Oaks,campground,revenue
2023-08-31,900,Springfield Oaks,golf,revenue
2023-08-31,1155,Glen Oaks,golf,revenue
2023-08-31,25,Springfield Oaks,golf,rounds played
2023-08-31,33,Glen Oaks,golf,rounds played
2023-08-31,639,Red Oaks,waterpark,revenue
2023-08-31,545,Waterford Oaks,waterpark,revenue
2023-08-31,213,Red Oaks,waterpark,visitors
2023-08-31,109,Waterford Oaks,waterpark,visitors
2024-06-01,6,Groveland Oaks,campground,campers
2024-06-01,11,Addison Oaks,campground,campers
2024-06-01,72,Groveland Oaks,campground,revenue
2024-06-01,132,Addison Oaks,campground,revenue
2024-06-01,1368,Springfield Oaks,golf,revenue
2024-06-01,986,Glen Oaks,golf,revenue
2024-06-01,36,Springfield Oaks,golf,rounds played
2024-06-01,29,Glen Oaks,golf,rounds played
2024-06-01,640,Red Oaks,waterpark,revenue
2024-06-01,732,Waterford Oaks,waterpark,revenue
2024-06-01,128,Red Oaks,waterpark,visitors
2024-06-01,244,Waterford Oaks,waterpark,visitors
2024-06-02,11,Groveland Oaks,campground,campers
